day;accident_location;type_of_street;flooring;intersection_type;road_surface_conditions;meteorological_conditions;nature_of_the_accident;type_vehicle_a;type_vehicle_b;type_vehicle_c;vehicle_a_circumstances_1;vehicle_a_circumstances_2;vehicle_b_circumstances_1;vehicle_b_circumstances_2;vehicle_a_registration_year;vehicle_b_registration_year;vehicle_c_registration_year;vehicle_a_driver_age;vehicle_a_driver_sex;vehicle_a_driver_outcome;vehicle_a_driver_licence;vehicle_a_release_year;vehicle_b_driver_age;vehicle_b_driver_sex;vehicle_b_driver_outcome;vehicle_b_driver_licence;vehicle_b_release_year;vehicle_c_driver_age;vehicle_c_driver_sex;vehicle_c_driver_outcome;vehicle_c_driver_licence;vehicle_c_release_year;injured_pedestrians;pedestrians_fatality;tot_death_within_24h;tot_deaths_within_30_days;tot_injured;hour;trimester;cubic_capacity_a;cubic_capacity_b;cubic_capacity_c;fatality
1;1;2;1;7;1;1;2;15;1;  ;20;  ;35;  ;(2002,2012];           ;           ;30-44;2;2;2;(2017,2022];18-29;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;10;3;50;973;     ;0
1;1;1;1;3;1;1;5;20;  ;  ;0;  ;0;  ;           ;           ;           ;     ; ; ; ;           ;     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;12;3;     ;     ;     ;0
1;1;2;1;4;1;1;2;14;1;  ;1;  ;8;  ;           ;2018;           ;30-44;1;2;7;           ;45-54;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;13;3;     ;2993;     ;0
1;1;3;1;4;1;1;2;1;1;  ;0;  ;0;  ;(2002,2012];           ;           ;30-44;1;2;9;           ;45-54;1;2;2;(1992,1997];     ; ; ; ;           ;0;0;0;0;3;19;3;     ;     ;     ;0
1;1;3;1;7;1;1;6;14;1;  ;61;  ;61;  ;           ;2019;           ;18-29;2;2;7;           ;55-64;1;1;2;<1983      ;     ; ; ; ;           ;0;0;0;0;1;19;3;     ;1500;     ;0
1;1;2;1;4;1;7;2;3;16;  ;1;  ;4;  ;2018;(2002,2012];           ;55-64;1;1;2;(2017,2022];30-44;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;21;3;1896;     ;     ;0
1;1;1;1;3;2;3;3;16;1;  ;1;  ;6;  ;           ;2019;           ;18-29;1;2;2;(2012,2017];55-64;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;23;3;125;1500;     ;0
2;1;2;1;1;1;1;3;5;14;  ;0;  ;0;  ;2019;           ;           ;45-54;1;1;4;(1987,1992];30-44;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;0;3;     ;     ;     ;0
2;1;2;1;3;1;1;4;1;1;1;11;  ;1;  ;(2002,2012];           ;2013;55-64;1;1;2;(2017,2022];45-54;1;1;2;(2012,2017];45-54;1;1;2;(2012,2017];0;0;0;0;1;1;3;1796;1794;1798;0
2;1;2;1;1;2;7;2;1;3;  ;18;  ;1;  ;           ;           ;           ;18-29;1;2;2;(2012,2017];55-64;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;2;3;1108;1798;     ;0
2;1;4;1;4;1;1;2;1;1;  ;1;  ;2;  ;2019;(2002,2012];           ;18-29;1;1;2;(2012,2017];45-54;2;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;13;3;1968;1149;     ;0
2;1;3;1;4;1;1;2;16;1;  ;3;  ;1;  ;2015;(2002,2012];           ;45-54;1;2;1;(2017,2022];30-44;2;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;15;3;660;1598;     ;0
2;1;2;1;3;1;1;2;1;16;  ;6;  ;1;  ;(2002,2012];2016;           ;18-29;1;1;2;(2017,2022];55-64;1;2;1;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;17;3;1248;     ;     ;0
2;1;3;1;7;1;1;4;16;1;  ;20;  ;34;  ;2019;2022;           ;30-44;1;2;1;(2012,2017];30-44;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;18;3;279;999;     ;0
2;1;3;1;7;2;3;4;1;1;  ;22;  ;20;  ;2019;(2002,2012];           ;30-44;1;1;2;(2002,2007];30-44;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;20;3;999;2231;     ;0
2;1;4;1;4;2;3;5;16;  ;  ;41;  ;41;  ;2014;           ;           ;45-54;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;22;3;     ;     ;     ;0
3;1;4;1;7;1;1;3;16;1;1;0;  ;0;  ;2022;2017;2013;18-29;1;2;2;(2017,2022];45-54;2;1;2;(2017,2022];55-64;1;1;2;(2017,2022];0;0;0;0;1;12;3;     ;     ;1560;0
3;1;2;1;7;1;1;3;17;1;  ;20;  ;21;  ;           ;2021;           ;55-64;1;2;2;(2017,2022];45-54;1;1;2;(1992,1997];     ; ; ; ;           ;0;0;0;0;2;13;3;330;1968;     ;0
3;1;2;1;7;1;1;6;16;1;  ;64;  ;61;  ;2015;           ;           ;45-54;1;2;2;(2017,2022];n.i. ;1;1; ;           ;     ; ; ; ;           ;0;0;0;0;1;13;3;279;1800;0;0
3;1;2;1;7;1;1;8;22;  ;  ;60;  ;60;  ;           ;           ;           ;45-54;1;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;14;3;     ;     ;     ;0
3;1;2;1;4;1;1;2;6;1;  ;0;  ;0;  ;(2002,2012];2018;           ;30-44;2;1;2;(2007,2012];30-44;1;1;2;           ;     ; ; ; ;           ;0;0;0;0;5;18;3;     ;2143;     ;0
3;1;4;1;3;1;1;5;1;  ;  ;41;  ;53;  ;           ;           ;           ;n.i. ;1;1; ;           ;     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;22;3;     ;     ;     ;0
4;1;3;1;3;1;1;2;1;1;  ;11;  ;6;  ;2019;(2002,2012];           ;45-54;1;2;2;(2017,2022];45-54;1;2;3;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;3;3;900;2143;     ;0
4;1;4;1;4;1;1;1;16;3;  ;1;  ;17;  ;2017;2019;           ;55-64;1;2;3;(2017,2022];55-64;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;7;3;400;1597;     ;0
4;1;1;1;7;1;1;5;11;  ;  ;41;  ;40;  ;           ;           ;           ;45-54;1;1; ;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;7;3;     ;     ;     ;0
4;1;1;1;3;1;1;6;1;16;  ;61;  ;61;  ;(2002,2012];(2002,2012];           ;18-29;2;1;2;(2012,2017];45-54;2;2;2;(1987,1992];     ; ; ; ;           ;0;0;0;0;1;8;3;1388;150;     ;0
4;1;2;1;7;1;1;2;1;14;  ;20;  ;36;  ;(2002,2012];           ;           ;65+  ;1;1;2;(2017,2022];65+  ;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;9;3;999;     ;     ;0
4;1;2;1;7;1;1;5;1;  ;  ;45;  ;55;  ;(2002,2012];           ;           ;65+  ;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;1;0;1;0;10;3;1587;     ;     ;1
4;1;3;1;7;1;1;10;16;  ;  ;0;  ;0;  ;(2002,2012];           ;           ;18-29;2;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;10;3;     ;     ;     ;0
4;1;2;1;4;1;1;3;16;1;  ;1;  ;17;  ;2022;(2002,2012];           ;30-44;1;2;2;(2017,2022];45-54;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;12;3;125;     ;     ;0
4;1;2;1;7;1;1;3;14;1;  ;20;  ;38;  ;           ;           ;           ;30-44;2;2;7;           ;45-54;1;1;5;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;14;3;     ;1999;     ;0
4;1;3;1;1;1;7;2;1;16;  ;4;  ;1;  ;2015;(2002,2012];           ;18-29;1;1; ;(2017,2022];45-54;1;2; ;(1987,1992];     ; ; ; ;           ;0;0;0;0;1;17;3;1461;150;     ;0
4;1;3;1;7;1;1;2;16;1;  ;21;  ;21;  ;2018;           ;           ;30-44;1;2;2;(2017,2022];55-64;2;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;17;3;125;1477;     ;0
4;1;1;1;8;2;3;3;1;1;  ;23;  ;20;  ;(2002,2012];(2002,2012];           ;18-29;1;2;2;(2017,2022];45-54;2;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;4;20;3;     ;1900;     ;0
4;1;2;1;3;1;7;2;1;23;  ;2;  ;5;  ;2015;           ;           ;55-64;1;1;2;(2017,2022];18-29;1;2;9;           ;     ; ; ; ;           ;0;0;0;0;1;20;3;1197;     ;     ;0
4;1;1;1;8;1;1;3;20;22;  ;22;  ;20;  ;           ;           ;           ;     ; ; ; ;           ;18-29;1;2;9;           ;     ; ; ; ;           ;0;0;0;0;1;23;3;     ;     ;     ;0
5;1;1;1;1;1;1;10;16;  ;  ;0;  ;0;  ;           ;           ;           ;30-44;1;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;11;3;400;     ;     ;0
5;1;2;1;1;1;1;2;1;1;  ;4;  ;1;  ;2016;(2002,2012];           ;45-54;1;2;2;(2012,2017];30-44;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;2;13;3;1461;1598;     ;0
5;1;1;1;7;1;1;3;16;1;  ;20;  ;36;  ;(2002,2012];(2002,2012];           ;30-44;1;2;2;(2007,2012];30-44;2;1; ;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;14;3;250;1242;     ;0
5;1;2;1;7;1;7;2;16;1;  ;0;  ;0;  ;(2002,2012];(2002,2012];           ;18-29;1;2;2;(2012,2017];45-54;2;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;16;3;     ;     ;     ;0
5;1;1;1;7;2;3;10;23;  ;  ;71;  ;75;  ;           ;           ;           ;18-29;2;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;18;3;     ;     ;     ;0
5;1;2;1;4;2;3;4;20;1;  ;6;  ;1;  ;           ;2013;           ;     ; ; ; ;           ;45-54;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;19;3;     ;1229;     ;0
5;1;2;1;3;2;3;4;16;1;  ;11;  ;1;  ;(2002,2012];2013;           ;30-44;1;2;2;(2017,2022];30-44;2;1; ;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;19;3;     ;1242;     ;0
5;1;1;1;7;2;1;8;22;  ;  ;60;  ;60;  ;           ;           ;           ;30-44;1;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;20;3;     ;     ;     ;0
5;1;4;1;4;2;1;5;1;  ;  ;40;  ;52;  ;(2002,2012];           ;           ;55-64;1;1;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;2;0;0;0;2;21;3;1560;     ;     ;0
5;1;3;1;4;1;1;3;22;20;  ;1;  ;2;  ;           ;           ;           ;18-29;1;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;22;3;     ;     ;     ;0
6;1;3;1;4;1;1;2;1;1;  ;1;  ;2;  ;2014;2013;           ;45-54;1;2;2;(2012,2017];18-29;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;7;3;1598;1199;     ;0
6;1;2;1;7;1;1;4;16;1;  ;22;  ;20;  ;2018;           ;           ;30-44;2;2;2;(2017,2022];18-29;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;10;3;744;1199;     ;0
6;1;3;1;1;1;1;2;1;16;  ;1;  ;17;  ;2019;(2002,2012];           ;30-44;1;1;2;(2017,2022];30-44;2;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;11;3;2487;124;     ;0
6;1;3;1;7;1;1;2;23;1;  ;20;  ;21;  ;           ;2017;           ;30-44;1;2;9;           ;45-54;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;11;3;     ;1248;     ;0
7;1;3;1;4;1;1;2;20;17;  ;0;  ;0;  ;           ;(1983,1992];           ;     ; ; ; ;           ;55-64;1;2;2;(1982,1987];     ; ; ; ;           ;0;0;0;0;2;0;3;     ;883;     ;0
7;1;3;1;4;1;1;2;1;1;  ;11;  ;4;  ;2019;2019;           ;30-44;1;2;2;(2002,2007];45-54;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;2;3;1199;     ;     ;0
7;1;1;1;1;1;1;2;22;3;  ;1;  ;6;  ;           ;2017;           ;45-54;1;2;9;           ;55-64;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;5;3;     ;1798;     ;0
7;1;2;1;7;1;1;2;17;1;  ;20;  ;36;  ;2014;(2002,2012];           ;30-44;1;2;2;(2017,2022];45-54;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;2;16;3;124;1360;     ;0
7;1;2;1;8;1;1;10;14;  ;  ;0;  ;0;  ;           ;           ;           ;30-44;1;2;7;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;18;3;     ;     ;     ;0
1;1;1;1;3;1;1;10;15;  ;  ;71;  ;75;  ;2022;           ;           ;30-44;1;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;2;0;3;     ;     ;     ;0
1;1;3;1;4;1;1;10;22;  ;  ;70;  ;74;  ;           ;           ;           ;30-44;1;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;1;3;     ;     ;     ;0
1;1;2;1;1;1;1;1;1;14;  ;0;  ;0;  ;(2002,2012];           ;           ;n.i. ;1;1; ;           ;18-29;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;4;3;1910;     ;     ;0
1;1;2;1;1;1;1;3;1;16;  ;15;  ;1;  ;           ;2022;           ;30-44;1;1;2;(2017,2022];30-44;2;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;6;3;1298;125;     ;0
1;1;2;1;7;1;1;2;14;8;  ;21;  ;21;  ;           ;(2002,2012];           ;45-54;1;2;7;           ;30-44;1;1;2;(2007,2012];     ; ; ; ;           ;0;0;0;0;1;7;3;     ;     ;     ;0
1;1;3;1;7;1;1;3;1;16;  ;22;  ;20;  ;           ;(2002,2012];           ;55-64;1;1;4;(1982,1987];18-29;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;8;3;     ;125;     ;0
1;1;4;1;8;1;1;2;16;1;  ;20;  ;27;  ;2013;2022;           ;18-29;1;2;2;(2012,2017];18-29;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;8;3;125;999;     ;0
1;1;1;1;1;1;1;5;15;  ;  ;40;  ;55;  ;2022;           ;           ;30-44;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;9;3;     ;     ;     ;0
1;1;2;1;7;1;1;1;14;22;  ;20;  ;26;  ;           ;           ;           ;55-64;2;2;7;           ;18-29;1;2;9;           ;     ; ; ; ;           ;0;0;0;0;2;10;3;     ;     ;     ;0
1;1;2;1;1;1;1;2;8;1;  ;1;  ;2;  ;2017;(2002,2012];           ;30-44;1;2;2;(2012,2017];45-54;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;11;3;     ;1200;0;0
1;1;2;1;2;1;1;2;1;14;  ;5;  ;1;  ;2016;           ;           ;45-54;1;1;2;(2017,2022];30-44;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;17;3;     ;     ;     ;0
1;1;4;1;7;1;1;6;22;1;  ;61;  ;61;  ;           ;2015;           ;18-29;2;2;2;(2017,2022];n.i. ;1;1; ;           ;     ; ; ; ;           ;0;0;0;0;1;18;3;     ;13950;     ;0
1;1;1;1;7;1;1;10;14;  ;  ;71;  ;75;  ;           ;           ;           ;30-44;2;2;7;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;19;3;     ;     ;     ;0
1;1;2;1;7;1;1;10;14;  ;  ;0;  ;0;  ;           ;           ;           ;18-29;1;2;7;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;22;3;     ;     ;     ;0
2;1;1;1;1;1;1;10;22;  ;  ;72;  ;70;  ;           ;           ;           ;30-44;2;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;6;3;     ;     ;     ;0
2;1;1;1;3;1;1;2;1;1;  ;1;  ;4;  ;2022;           ;           ;45-54;1;2;2;(2017,2022];30-44;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;2;7;3;     ;     ;     ;0
2;1;3;1;4;1;1;2;1;15;1;11;  ;1;  ;2016;           ;(2002,2012];30-44;2;2;2;(2017,2022];55-64;1;1;2;(2017,2022];n.i. ;1;1; ;           ;0;0;0;0;1;9;3;999;50;1956;0
2;1;1;1;7;1;1;5;1;  ;  ;40;  ;50;  ;           ;           ;           ;30-44;2;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;9;3;1999;     ;     ;0
2;1;3;1;7;1;1;2;1;16;  ;20;  ;23;  ;(2002,2012];(2002,2012];           ;18-29;2;1;2;(2017,2022];30-44;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;12;3;     ;     ;     ;0
2;1;4;1;4;1;1;2;1;15;  ;8;  ;1;  ;2019;(2002,2012];           ;30-44;1;1;2;(2017,2022];30-44;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;13;3;1242;49;     ;0
2;1;1;1;1;1;1;4;16;1;  ;2;  ;1;  ;2014;2017;           ;55-64;1;2;2;(2017,2022];30-44;2;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;14;3;153;1461;     ;0
2;1;3;1;1;1;1;4;8;4;  ;3;  ;1;  ;2016;           ;           ;45-54;1;1;2;(2017,2022];18-29;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;14;3;     ;     ;     ;0
2;1;4;1;7;1;1;4;1;1;  ;23;  ;20;  ;2014;2018;           ;65+  ;1;1;2;(2017,2022];55-64;2;2;2;(1992,1997];     ; ; ; ;           ;0;0;0;0;1;15;3;     ;1499;     ;0
2;1;2;1;1;1;1;2;1;16;  ;4;  ;1;  ;(2002,2012];2013;           ;30-44;2;1;2;(2017,2022];55-64;1;2;2;<1983      ;     ; ; ; ;           ;0;0;0;0;1;17;3;1461;394;     ;0
2;1;1;1;7;1;1;3;1;14;  ;0;  ;0;  ;2013;           ;           ;30-44;1;1;2;(2017,2022];18-29;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;18;3;1461;     ;     ;0
2;1;2;1;3;1;1;2;1;17;  ;4;  ;1;  ;(2002,2012];2017;           ;55-64;1;1;2;(2017,2022];45-54;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;19;3;     ;     ;     ;0
2;1;3;1;3;1;1;2;16;1;  ;1;  ;6;  ;(2002,2012];2013;           ;30-44;2;2;2;(2017,2022];45-54;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;21;3;125;1000;     ;0
2;1;3;1;4;1;1;2;1;14;  ;1;  ;4;  ;2019;           ;           ;55-64;1;1;2;(2017,2022];30-44;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;21;3;1995;     ;     ;0
2;1;2;1;1;1;1;10;22;  ;  ;71;  ;75;  ;           ;           ;           ;30-44;2;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;22;3;     ;     ;     ;0
3;1;3;1;4;1;1;2;1;1;  ;1;  ;4;  ;2018;2014;           ;45-54;1;1;2;(2012,2017];18-29;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;3;3;     ;12480;     ;0
3;1;4;1;4;1;1;10;16;  ;  ;0;  ;0;  ;2019;           ;           ;18-29;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;7;3;125;     ;     ;0
3;1;3;1;3;1;1;2;16;1;  ;1;  ;2;  ;(2002,2012];2022;           ;18-29;1;2;2;(2017,2022];30-44;2;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;8;3;     ;1498;     ;0
3;1;2;1;4;1;1;4;1;1;  ;2;  ;1;  ;2017;           ;           ;18-29;2;1;2;(2012,2017];45-54;1;2;2;(2002,2007];     ; ; ; ;           ;0;0;0;0;1;9;3;1199;1987;     ;0
3;1;1;1;3;1;1;2;15;1;  ;1;  ;6;  ;           ;(2002,2012];           ;45-54;1;2;2;(2017,2022];30-44;1;1;2;(2007,2012];     ; ; ; ;           ;0;0;0;0;1;11;3;     ;     ;     ;0
3;1;4;1;7;1;1;2;20;5;  ;21;  ;22;  ;           ;           ;           ;     ; ; ; ;           ;30-44;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;5;12;3;     ;     ;     ;0
3;1;1;1;7;1;1;5;1;  ;  ;41;  ;43;  ;2014;           ;           ;55-64;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;12;3;2143;     ;     ;0
3;1;2;1;7;1;1;5;16;  ;  ;41;  ;55;  ;2022;           ;           ;18-29;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;2;13;3;157;     ;     ;0
3;1;2;1;7;1;1;6;1;1;  ;62;  ;61;  ;(2002,2012];2019;           ;45-54;1;2;2;(2017,2022];65+  ;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;14;3;     ;     ;     ;0
3;1;3;1;7;1;1;2;1;22;  ;35;  ;20;  ;2022;           ;           ;65+  ;1;1;2;(2017,2022];30-44;1;2;9;           ;     ; ; ; ;           ;0;0;0;0;1;16;3;1968;     ;     ;0
3;1;2;1;11;1;1;8;22;  ;  ;61;  ;65;  ;           ;           ;           ;65+  ;2;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;17;3;     ;     ;     ;0
4;1;4;1;4;1;1;2;3;1;  ;1;  ;4;  ;2016;(2002,2012];           ;30-44;1;2;2;(2017,2022];30-44;1;1;2;           ;     ; ; ; ;           ;0;0;0;0;1;2;3;2494;1398;     ;0
4;1;2;1;4;1;1;2;16;8;  ;2;  ;1;  ;(2002,2012];2022;           ;30-44;1;2;1;(2017,2022];45-54;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;7;3;     ;     ;     ;0
4;1;3;1;7;1;1;3;1;1;  ;23;  ;20;  ;2022;2015;           ;45-54;1;2;2;(2012,2017];55-64;2;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;8;3;999;999;     ;0
4;1;2;1;3;1;1;2;16;1;  ;0;  ;0;  ;2019;(2002,2012];           ;30-44;1;2;2;(2017,2022];65+  ;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;3;9;3;     ;1560;     ;0
4;1;2;1;4;1;1;5;1;  ;  ;46;  ;52;  ;           ;           ;           ;45-54;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;10;3;1242;     ;     ;0
4;1;2;1;1;1;1;2;17;1;  ;1;  ;8;  ;           ;2014;           ;18-29;1;2;2;(2017,2022];45-54;2;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;2;11;3;     ;     ;     ;0
4;1;1;1;3;1;1;2;1;1;  ;2;  ;4;  ;2021;2015;           ;18-29;2;2;2;(2017,2022];55-64;2;2;2;(2007,2012];     ; ; ; ;           ;0;0;0;0;2;12;3;     ;1242;     ;0
4;1;4;1;12;1;1;6;1;14;  ;61;  ;61;  ;2015;           ;           ;n.i. ;2;1; ;           ;30-44;2;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;16;3;1242;     ;     ;0
4;1;3;1;4;1;1;2;1;1;  ;8;  ;1;  ;           ;2021;           ;45-54;1;2;4;(2017,2022];65+  ;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;17;3;     ;     ;     ;0
4;1;3;1;4;1;1;2;1;1;  ;0;  ;0;  ;2019;2022;           ;18-29;1;1;2;(2012,2017];18-29;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;20;3;     ;1984;     ;0
4;1;3;1;1;1;1;6;1;14;  ;62;  ;61;  ;2017;           ;           ;18-29;1;1;2;(2017,2022];30-44;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;23;3;2494;     ;     ;0
4;1;2;1;4;1;1;10;17;  ;  ;71;  ;75;  ;2022;           ;           ;18-29;1;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;2;23;3;689;     ;     ;0
5;1;3;1;2;1;1;8;16;  ;  ;64;  ;65;  ;(2002,2012];           ;           ;30-44;1;3;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;1;0;0;3;3;300;     ;     ;1
5;1;3;1;4;1;1;4;8;1;  ;3;  ;1;  ;           ;(2002,2012];           ;18-29;1;2;2;(2012,2017];30-44;2;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;8;3;     ;998;     ;0
5;1;2;1;4;1;1;2;1;1;  ;4;  ;1;  ;2015;2019;           ;45-54;1;2;2;(2012,2017];45-54;2;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;9;3;     ;     ;     ;0
5;1;4;1;4;1;1;2;1;1;  ;1;  ;6;  ;2017;(2002,2012];           ;45-54;2;1;2;(2017,2022];30-44;2;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;11;3;1560;700;     ;0
5;1;2;1;7;1;1;2;1;15;  ;20;  ;22;  ;2017;2022;           ;45-54;1;1;2;(1987,1992];18-29;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;12;3;1600;     ;     ;0
5;1;2;1;1;1;1;2;1;14;  ;0;  ;0;  ;2017;           ;           ;30-44;2;1;2;(2012,2017];18-29;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;13;3;1968;     ;     ;0
5;1;1;1;7;1;7;3;14;1;  ;20;  ;35;  ;           ;(2002,2012];           ;18-29;1;2;7;           ;30-44;2;1;2;           ;     ; ; ; ;           ;0;0;0;0;1;13;3;     ;1798;     ;0
5;1;1;1;4;1;1;10;16;  ;  ;70;  ;73;  ;2021;           ;           ;18-29;2;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;13;3;125;     ;     ;0
5;1;2;1;5;1;1;2;1;7;  ;4;  ;1;  ;2013;(2002,2012];           ;18-29;2;2;2;(2012,2017];18-29;1;1;2;           ;     ; ; ; ;           ;0;0;0;0;1;15;3;1300;     ;     ;0
5;1;3;1;7;1;1;2;5;1;  ;0;  ;0;  ;(2002,2012];(2002,2012];           ;45-54;1;1;4;(1987,1992];45-54;1;1;2;(2002,2007];     ; ; ; ;           ;0;0;0;0;1;15;3;     ;     ;     ;0
5;1;3;1;7;1;1;10;15;  ;  ;71;  ;75;  ;2022;           ;           ;30-44;2;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;17;3;     ;     ;     ;0
5;1;3;1;4;1;1;10;16;  ;  ;70;  ;73;  ;2017;           ;           ;45-54;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;19;3;125;     ;     ;0
5;1;2;1;7;1;1;10;16;  ;  ;70;  ;71;  ;2019;           ;           ;30-44;1;2;2;(2002,2007];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;23;3;125;     ;     ;0
6;1;2;1;7;1;1;10;14;  ;  ;71;  ;76;  ;           ;           ;           ;55-64;2;2;7;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;6;3;     ;     ;     ;0
